Symbol,Description,Price,Market Capitalization,Optionable Stocks,Average Volume (10 Day),Beta
TIMB,Tim SA,$26.12,$12B (Mid),Yes,"485,830",0.48
TMHC,Taylor Morrison Home Corp,$68.86,$7B (Small),Yes,"1,414,710",1.56
TNET,TriNet Group Inc,$39.82,$2B (Micro),Yes,"748,490",0.87
TNL,Travel + Leisure Co,$70.84,$5B (Small),Yes,"640,210",1.34
TOST,Toast Inc,$27.33,$16B (Mid),Yes,"19,084,470",1.95
TOWN,TowneBank,$36.21,$3B (Small),Yes,"561,680",0.75
TPC,Tutor Perini Corp,$82.74,$4B (Small),Yes,"659,400",2.21
TPG,TPG Inc,$49.53,$19B (Mid),Yes,"5,940,020",1.52
TPH,Tri Pointe Homes Inc (Delaware),$46.37,$4B (Small),Yes,"3,033,890",1.31
TREE,Lendingtree Inc,$39.75,$543M (Micro),Yes,"536,610",2.23
TREX,Trex Company Inc,$42.80,$5B (Small),Yes,"1,586,300",1.57
TRI,Thomson Reuters Corp,$86.89,$39B (Mid),Yes,"4,756,670",0.85
TRMB,Trimble Inc,$66.40,$16B (Mid),Yes,"2,976,190",1.57
TRMK,Trustmark Corp,$44.73,$3B (Small),Yes,"333,740",0.66
TRN,Trinity Industries Inc,$35.08,$3B (Small),Yes,"879,000",1.39
TRNO,Terreno Realty Corp,$66.10,$7B (Small),Yes,"905,250",1.13
TROW,T Rowe Price Group Inc,$93.76,$20B (Mid),Yes,"3,131,980",1.56
TRP,TC Energy Corp,$63.54,$66B (Large),Yes,"2,518,450",0.73
TRS,TriMas Corp,$36.27,$1B (Micro),Yes,"346,110",0.55
TRU,TransUnion,$73.92,$14B (Mid),Yes,"4,528,120",1.71
TRUP,Trupanion Inc,$27.96,$1B (Micro),Yes,"668,960",1.62
TS,Tenaris SA,$48.59,$25B (Mid),Yes,"1,326,950",0.85
TSCO,Tractor Supply Co,$55.03,$29B (Mid),Yes,"6,129,180",0.71
TSN,Tyson Foods Inc,$63.94,$23B (Mid),Yes,"2,797,400",0.47
TTD,Trade Desk Inc,$25.81,$12B (Mid),Yes,"16,044,540",1.12
TTEK,Tetra Tech Inc,$36.70,$10B (Mid),Yes,"4,411,760",0.9
TTMI,TTM Technologies Inc,$91.80,$9B (Mid),Yes,"2,684,680",1.76
TVTX,Travere Therapeutics Inc,$27.82,$2B (Small),Yes,"1,432,150",0.83
TWST,Twist Bioscience Corp,$49.11,$3B (Small),Yes,"1,811,430",2.21
TX,Ternium SA,$43.65,$9B (Mid),Yes,"328,010",1.24
TXNM,TXNM Energy Inc,$59.28,$6B (Small),Yes,"1,132,440",0.17
TXT,Textron Inc,$98.09,$17B (Mid),Yes,"2,194,450",0.95
TYRA,Tyra Biosciences Inc,$27.99,$1B (Micro),Yes,"764,480",1.1
UBER,Uber Technologies Inc,$69.99,$145B (Large),Yes,"29,358,300",1.23
UBSI,United Bankshares Inc,$44.12,$6B (Small),Yes,"817,910",0.76
UCB,United Community Banks Inc,$34.56,$4B (Small),Yes,"767,760",0.84
UCTT,Ultra Clean Holdings Inc,$55.39,$3B (Small),Yes,"1,221,670",1.93
UDR,UDR Inc,$38.09,$13B (Mid),Yes,"5,281,680",0.7
UGI,UGI Corp,$38.76,$8B (Mid),Yes,"2,305,200",1.09
UL,Unilever PLC,$74.59,$163B (Large),Yes,"4,065,320",0.34
UNFI,United Natural Foods Inc,$40.30,$2B (Small),Yes,"694,810",0.99
UNM,Unum Group,$71.64,$12B (Mid),Yes,"2,020,760",0.19
UPST,Upstart Holdings Inc,$30.68,$3B (Small),Yes,"7,474,520",2.43
URBN,Urban Outfitters Inc,$70.18,$6B (Small),Yes,"1,106,080",1.21
USB,US Bancorp,$57.69,$90B (Large),Yes,"12,725,110",1.05
USFD,US Foods Holding Corp,$99.93,$22B (Mid),Yes,"4,309,090",0.96
UTI,Universal Technical Institute Inc,$30.35,$2B (Micro),Yes,"901,680",1.35
UVV,Universal Corp,$53.46,$1B (Micro),Yes,"277,960",0.65
VAC,Marriott Vacations Worldwide Corp,$53.95,$2B (Micro),Yes,"491,530",1.28
VAL,Valaris Ltd,$95.96,$7B (Small),Yes,"3,666,240",1.03
VCEL,Vericel Corp,$35.96,$2B (Micro),Yes,"411,610",1.22
VCTR,Victory Capital Holdings Inc,$74.74,$5B (Small),Yes,"542,190",1.03
VCYT,Veracyte Inc,$35.77,$3B (Small),Yes,"937,820",1.92
VECO,Veeco Instruments Inc,$33.61,$2B (Micro),Yes,"832,060",1.14
VERA,Vera Therapeutics Inc,$42.22,$3B (Small),Yes,"988,260",1.17
VIAV,Viavi Solutions Inc,$26.29,$6B (Small),Yes,"4,967,080",0.94
VICI,VICI Properties Inc,$29.30,$31B (Mid),Yes,"9,955,160",0.69
VIRT,Virtu Financial Inc,$38.34,$6B (Small),Yes,"1,364,330",0.63
VIST,Vista Energy SAB de CV,$54.11,$6B (Small),Yes,"1,691,190",0.86
VITL,Vital Farms Inc,$28.41,$1B (Micro),Yes,"1,401,460",1.09
VKTX,Viking Therapeutics Inc,$29.00,$3B (Small),Yes,"3,827,070",0.78
VNO,Vornado Realty Trust,$29.89,$6B (Small),Yes,"2,853,100",1.52
VNOM,Viper Energy Inc,$44.25,$16B (Mid),Yes,"2,412,520",0.47
VNT,Vontier Corp,$41.79,$6B (Small),Yes,"1,883,550",1.25
VOYA,Voya Financial Inc,$74.51,$7B (Small),Yes,"1,403,510",0.88
VPG,Vishay Precision Group Inc,$44.20,$587M (Micro),Yes,"549,900",0.87
VRDN,Viridian Therapeutics Inc,$27.90,$3B (Small),Yes,"1,417,640",1.01
VRNS,Varonis Systems Inc,$25.36,$3B (Small),Yes,"7,223,530",0.6
VSAT,Viasat Inc,$48.85,$7B (Small),Yes,"2,217,880",1.43
VSCO,Victoria's Secret & Co,$58.54,$5B (Small),Yes,"1,557,750",2.27
VTR,Ventas Inc,$85.24,$40B (Mid),Yes,"3,595,590",0.75
VVV,Valvoline Inc,$38.53,$5B (Small),Yes,"2,909,530",1.15
VVX,V2X Inc,$65.56,$2B (Micro),Yes,"392,530",0.13
VZ,Verizon Communications Inc,$49.01,$207B (Large),Yes,"44,617,720",0.29
W,Wayfair Inc,$82.39,$11B (Mid),Yes,"4,437,340",3.4
WAFD,WaFd Inc,$32.88,$2B (Small),Yes,"599,010",0.83
WAL,Western Alliance Bancorp,$93.20,$10B (Mid),Yes,"1,214,660",1.31
WBD,Warner Bros Discovery Inc,$27.99,$69B (Large),Yes,"24,129,290",1.6
WBS,Webster Financial Corp,$71.13,$11B (Mid),Yes,"7,743,340",1.02
WERN,Werner Enterprises Inc,$33.21,$2B (Micro),Yes,"1,909,530",1.07
WES,Western Midstream Partners LP,$43.43,$18B (Mid),Yes,"1,046,480",0.72
WFC,Wells Fargo & Co,$86.98,$269B (Large),Yes,"15,560,220",1.07
WGO,Winnebago Industries Inc,$46.54,$1B (Micro),Yes,"470,060",1.12
WGS,GeneDx Holdings Corp,$90.15,$3B (Small),Yes,"812,230",2.03
WH,Wyndham Hotels & Resorts Inc,$77.76,$6B (Small),Yes,"1,224,520",0.74
WHD,Cactus Inc,$56.93,$5B (Small),Yes,"955,940",1.25
WHR,Whirlpool Corp,$88.69,$5B (Small),Yes,"1,592,990",1.18
WIX,Wix.Com Ltd,$69.23,$4B (Small),Yes,"2,419,660",1.4
WK,Workiva Inc,$61.93,$3B (Small),Yes,"1,060,820",0.65
WKC,World Kinect Corp,$26.79,$1B (Micro),Yes,"724,700",1.13
WLY,John Wiley & Sons Inc,$29.44,$1B (Micro),Yes,"555,410",0.96
WMB,Williams Companies Inc,$72.28,$88B (Large),Yes,"10,097,290",0.65
WMG,Warner Music Group Corp,$29.45,$15B (Mid),Yes,"3,840,460",1.24
WPC,WP Carey Inc,$74.20,$16B (Mid),Yes,"1,378,270",0.78
WRB,W R Berkley Corp,$69.70,$26B (Mid),Yes,"2,079,760",0.36
WSBC,WesBanco Inc,$36.65,$4B (Small),Yes,"488,070",0.79
WSFS,WSFS Financial Corp,$66.80,$4B (Small),Yes,"569,550",0.75
WTRG,Essential Utilities Inc,$39.73,$11B (Mid),Yes,"2,181,550",0.81
WY,Weyerhaeuser Co,$26.75,$19B (Mid),Yes,"7,307,200",1.01
XEL,Xcel Energy Inc,$81.59,$48B (Large),Yes,"5,674,540",0.46
XENE,Xenon Pharmaceuticals Inc,$41.48,$3B (Small),Yes,"738,090",0.92
XMTR,Xometry Inc,$55.42,$3B (Small),Yes,"1,202,210",0.86
XYZ,Block Inc,$49.80,$30B (Mid),Yes,"9,661,280",2.69
YETI,Yeti Holdings Inc,$48.00,$4B (Small),Yes,"1,010,590",1.74
YOU,Clear Secure Inc,$32.50,$4B (Small),Yes,"1,453,030",1.21
YPF,YPF SA,$37.37,$15B (Mid),Yes,"1,372,530",1.43
YUMC,Yum China Holdings Inc,$55.42,$20B (Mid),Yes,"2,283,560",0.09
Z,Zillow Group Inc,$43.45,$8B (Mid),Yes,"7,669,690",2.11
ZBH,Zimmer Biomet Holdings Inc,$96.45,$19B (Mid),Yes,"2,748,110",0.59
ZD,Ziff Davis Inc,$30.50,$1B (Micro),Yes,"571,610",1.49
ZION,Zions Bancorporation NA,$61.26,$9B (Mid),Yes,"2,293,390",0.81
ZM,Zoom Communications Inc,$92.60,$27B (Mid),Yes,"4,391,060",0.89
ZWS,Zurn Elkay Water Solutions Corp,$51.30,$9B (Mid),Yes,"1,450,760",1.08
AAL,American Airlines Group Inc,$13.88,$9B (Mid),Yes,"45,841,780",1.21
AAT,American Assets Trust Inc,$18.56,$1B (Micro),Yes,"542,530",0.97
ABEO,Abeona Therapeutics Inc,$5.01,$271M (Micro),Yes,"969,790",1.12
ABR,Arbor Realty Trust Inc,$7.72,$2B (Micro),Yes,"4,795,620",1.32
ACAD,ACADIA Pharmaceuticals Inc,$22.03,$4B (Small),Yes,"1,422,110",0.69
ACDC,ProFrac Holding Corp,$5.47,$989M (Micro),Yes,"1,143,180",1.67
ACEL,Accel Entertainment Inc,$10.83,$901M (Micro),Yes,"322,340",1.06
ACHC,Acadia Healthcare Company Inc,$16.77,$2B (Micro),Yes,"4,531,100",0.81
ACHR,Archer Aviation Inc,$6.77,$4B (Small),Yes,"35,342,250",3.11
ACI,Albertsons Companies Inc,$18.57,$10B (Mid),Yes,"6,453,760",0.46
ACRE,Ares Commercial Real Estate Corp,$5.17,$286M (Micro),Yes,"781,460",1.26
ACVA,ACV Auctions Inc,$6.61,$1B (Micro),Yes,"3,621,630",1.65
ADAM,Adamas Trust Inc,$8.16,$737M (Micro),Yes,"522,910",1.15
ADEA,Adeia Inc,$18.80,$2B (Micro),Yes,"771,340",2.32
ADMA,ADMA Biologics Inc,$16.09,$4B (Small),Yes,"1,806,160",0.51
ADPT,Adaptive Biotechnologies Corp,$16.04,$2B (Small),Yes,"2,186,950",2.2
ADT,ADT Inc,$7.74,$6B (Small),Yes,"24,239,430",1.01
ADTN,ADTRAN Holdings Inc,$10.13,$812M (Micro),Yes,"1,092,830",1.38
AEG,Aegon Ltd,$7.58,$12B (Mid),Yes,"6,562,940",0.79
AES,AES Corp,$16.28,$12B (Mid),Yes,"10,826,460",0.94
AEVA,Aeva Technologies Inc,$13.58,$816M (Micro),Yes,"2,038,680",2.08
AGNC,AGNC Investment Corp,$11.36,$13B (Mid),Yes,"20,665,630",1.35
AGRO,Adecoagro SA,$8.65,$1B (Micro),Yes,"448,670",0.42
AHCO,Adapthealth Corp,$10.20,$1B (Micro),Yes,"942,120",1.74
AHH,Armada Hoffler Properties Inc,$6.89,$714M (Micro),Yes,"704,560",1.03
AI,C3.ai Inc,$10.78,$2B (Micro),Yes,"7,324,430",1.99
AIP,Arteris Inc,$14.62,$665M (Micro),Yes,"511,600",1.48
AIV,Apartment Investment and Management Co,$5.82,$839M (Micro),Yes,"1,697,020",1.35
AKR,Acadia Realty Trust,$20.59,$3B (Small),Yes,"1,246,320",1.1
ALDX,Aldeyra Therapeutics Inc,$5.28,$318M (Micro),Yes,"719,370",0.97
ALEX,Alexander & Baldwin Inc (Hawaii),$20.77,$2B (Micro),Yes,"741,540",0.92
ALHC,Alignment Healthcare Inc,$20.19,$4B (Small),Yes,"2,244,490",1.19
ALKT,Alkami Technology Inc,$16.27,$2B (Micro),Yes,"2,245,830",0.58
ALLT,Allot Ltd,$10.26,$497M (Micro),Yes,"337,190",1.55
AM,Antero Midstream Corp,$21.45,$10B (Mid),Yes,"3,722,480",0.74
AMCX,Amc Networks Inc (Nevada),$7.55,$322M (Micro),Yes,"592,650",1.07
AMN,AMN Healthcare Services Inc,$16.25,$624M (Micro),Yes,"1,381,600",0.28
AMPL,Amplitude Inc,$6.34,$848M (Micro),Yes,"2,759,260",1.55
AMPX,Amprius Technologies Inc,$9.97,$1B (Micro),Yes,"9,160,960",3.1
AMRX,Amneal Pharmaceuticals Inc,$14.82,$5B (Small),Yes,"2,078,340",1.33
AMTB,Amerant Bancorp Inc,$22.44,$911M (Micro),Yes,"310,540",0.99
AMX,America Movil SAB de CV,$23.83,$72B (Large),Yes,"2,379,320",0.74
ANGI,Angi Inc,$8.10,$350M (Micro),Yes,"1,608,970",1.8
ANGO,AngioDynamics Inc,$10.97,$452M (Micro),Yes,"465,480",0.48
AOSL,Alpha and Omega Semiconductor Ltd,$22.65,$674M (Micro),Yes,"575,600",1.97
AP,Ampco-Pittsburgh Corp,$7.79,$158M (Micro),Yes,"385,620",0.73
APLE,Apple Hospitality REIT Inc,$12.27,$3B (Small),Yes,"1,915,110",0.81
APLS,Apellis Pharmaceuticals Inc,$21.70,$3B (Small),Yes,"2,218,080",0.25
APPN,Appian Corp,$22.87,$2B (Micro),Yes,"1,302,300",0.96
ARCC,Ares Capital Corp,$19.37,$14B (Mid),Yes,"8,739,220",0.62
ARCO,Arcos Dorados Holdings Inc,$8.36,$2B (Micro),Yes,"2,028,960",0.46
ARCT,Arcturus Therapeutics Holdings Inc,$7.21,$205M (Micro),Yes,"445,070",2.42
ARDX,Ardelyx Inc,$6.87,$2B (Micro),Yes,"3,100,830",0.61
ARHS,Arhaus Inc,$9.25,$1B (Micro),Yes,"1,172,380",2.52
ARI,Apollo Commercial Real Estate Finance Inc,$10.62,$1B (Micro),Yes,"1,285,690",1.56
ARKO,Arko Corp.,$6.33,$705M (Micro),Yes,"545,620",0.82
ARLO,Arlo Technologies Inc,$11.42,$1B (Micro),Yes,"1,547,650",1.71
ARQQ,Arqit Quantum Inc,$17.00,$266M (Micro),Yes,"293,670",2.43
ARR,ARMOUR Residential REIT Inc,$18.30,$2B (Micro),Yes,"3,517,660",1.41
ARRY,Array Technologies Inc,$11.16,$2B (Micro),Yes,"4,959,200",1.69
ARVN,Arvinas Inc,$11.65,$748M (Micro),Yes,"743,660",1.9
ASAN,Asana Inc,$7.56,$2B (Micro),Yes,"6,905,160",1.01
ASIX,AdvanSix Inc,$18.65,$501M (Micro),Yes,"301,270",1.63
ASTH,Astrana Health Inc,$18.78,$942M (Micro),Yes,"611,570",0.93
ASX,ASE Technology Holding Co Ltd,$23.40,$52B (Large),Yes,"11,224,260",1.43
ASYS,Amtech Systems Inc,$11.42,$165M (Micro),Yes,"637,730",1.7
ATEC,Alphatec Holdings Inc,$13.36,$2B (Micro),Yes,"2,793,190",1.03
ATEN,A10 Networks Inc,$20.70,$1B (Micro),Yes,"1,212,650",1.19
ATHM,Autohome Inc,$21.00,$2B (Small),Yes,"525,410",0.1
AUDC,AudioCodes Ltd,$7.33,$196M (Micro),Yes,"266,700",1.1
AUPH,Aurinia Pharmaceuticals Inc,$14.23,$2B (Micro),Yes,"804,860",1.54
AVAH,Aveanna Healthcare Holdings Inc,$7.93,$2B (Micro),Yes,"767,290",2.06
AVNS,Avanos Medical Inc,$14.90,$692M (Micro),Yes,"586,200",1.05
AVO,Mission Produce Inc,$14.37,$1B (Micro),Yes,"653,990",0.59
AVPT,AvePoint Inc,$10.56,$2B (Small),Yes,"2,407,370",1.13
AVTR,Avantor Inc,$9.20,$6B (Small),Yes,"17,223,830",0.98
AVTX,Avalo Therapeutics Inc,$14.26,$259M (Micro),Yes,"385,970",0.89
AXTI,AXT Inc,$24.24,$1B (Micro),Yes,"7,610,490",1.86
AZ,A2Z Cust2Mate Solutions Corp,$6.05,$254M (Micro),Yes,"608,270",1.47
BANC,Banc of California Inc,$20.00,$3B (Small),Yes,"3,841,160",0.72
BAND,Bandwidth Inc,$12.96,$396M (Micro),Yes,"279,290",2.16
BAX,Baxter International Inc,$19.79,$10B (Mid),Yes,"12,378,130",0.58
BBAR,Banco BBVA Argentina SA,$16.18,$3B (Small),Yes,"739,690",1.14
BBDC,Barings BDC Inc,$9.09,$956M (Micro),Yes,"888,530",0.64
BBVA,Banco Bilbao Vizcaya Argentaria SA,$22.73,$128B (Large),Yes,"3,220,510",0.86
BBWI,Bath & Body Works Inc,$24.07,$5B (Small),Yes,"4,481,470",1.46
BCRX,BioCryst Pharmaceuticals Inc,$6.76,$2B (Micro),Yes,"4,044,970",0.78
BCSF,Bain Capital Specialty Finance Inc,$13.56,$880M (Micro),Yes,"671,360",0.62
BCYC,Bicycle Therapeutics PLC,$5.24,$363M (Micro),Yes,"544,420",1.67
BGC,Bgc Group Inc,$9.21,$4B (Small),Yes,"3,153,940",1.01
BGS,B&G Foods Inc,$5.23,$418M (Micro),Yes,"2,488,840",0.48
BHC,Bausch Health Companies Inc,$5.99,$2B (Small),Yes,"1,829,300",0.37
BHVN,Biohaven Ltd,$11.36,$2B (Micro),Yes,"2,541,920",3.52
BKD,Brookdale Senior Living Inc,$16.51,$4B (Small),Yes,"6,810,540",0.66
BKKT,Bakkt Holdings Inc,$10.77,$275M (Micro),Yes,"1,184,420",5.97
BKSY,Blacksky Technology Inc,$21.48,$773M (Micro),Yes,"1,565,480",2.41
BLCO,Bausch + Lomb Corp,$17.03,$6B (Small),Yes,"349,540",0.6
BLFS,BioLife Solutions Inc,$22.23,$1B (Micro),Yes,"451,000",1.91
BLFY,Blue Foundry Bancorp,$14.13,$293M (Micro),Yes,"261,650",0.53
BLMN,Bloomin' Brands Inc,$6.25,$533M (Micro),Yes,"2,698,130",1.1
BMNR,Bitmine Immersion Technologies Inc,$20.96,$10B (Mid),Yes,"51,744,300",1.28
BNED,Barnes & Noble Education Inc,$7.70,$264M (Micro),Yes,"300,890",1.47
BNL,Broadstone Net Lease Inc,$19.64,$4B (Small),Yes,"1,696,460",1.0
BORR,Borr Drilling Ltd,$5.64,$2B (Micro),Yes,"8,263,500",1.0
BOX,Box Inc,$23.19,$3B (Small),Yes,"3,290,810",0.81
BRBR,Bellring Brands Inc,$17.87,$2B (Micro),Yes,"5,376,100",0.7
BRSL,Brightstar Lottery PLC,$13.45,$3B (Small),Yes,"1,487,390",1.06
BRSP,Brightspire Capital Inc,$5.73,$743M (Micro),Yes,"793,480",1.46
BRZE,Braze Inc,$17.60,$2B (Micro),Yes,"4,361,420",1.09
BSBR,Banco Santander Brasil SA,$6.59,$25B (Mid),Yes,"1,112,550",0.62
BSM,Black Stone Minerals LP,$15.20,$3B (Small),Yes,"360,250",0.16
BTDR,Bitdeer Technologies Group,$10.08,$2B (Micro),Yes,"5,442,360",2.38
BV,Brightview Holdings Inc,$13.67,$1B (Micro),Yes,"854,450",1.26
BVS,Bioventus Inc,$8.27,$684M (Micro),Yes,"321,670",0.79
BW,Babcock & Wilcox Enterprises Inc,$9.75,$1B (Micro),Yes,"3,018,330",1.53
BWIN,Baldwin Insurance Group Inc,$16.50,$2B (Small),Yes,"1,898,750",1.37
BXMT,Blackstone Mortgage Trust Inc,$19.54,$3B (Small),Yes,"1,738,280",1.07
BXSL,Blackstone Secured Lending Fund,$24.62,$6B (Small),Yes,"2,891,630",0.45
BYRN,Byrna Technologies Inc,$12.51,$284M (Micro),Yes,"840,030",2.3
BZ,Kanzhun Ltd,$17.32,$8B (Mid),Yes,"3,765,450",0.43
CAL,Caleres Inc,$11.81,$400M (Micro),Yes,"519,210",0.65
CALY,Callaway Golf Co,$12.59,$2B (Small),Yes,"3,827,270",0.99
CAPR,Capricor Therapeutics Inc,$22.45,$1B (Micro),Yes,"915,630",0.42
CARS,Cars.com Inc,$11.08,$663M (Micro),Yes,"886,250",1.46
CC,Chemours Co,$20.52,$3B (Small),Yes,"3,832,500",1.55
CCRN,Cross Country Healthcare Inc,$8.08,$265M (Micro),Yes,"422,730",0.44
CDE,Coeur Mining Inc,$22.42,$14B (Mid),Yes,"24,942,990",1.2
CDNA,CareDx Inc,$19.63,$1B (Micro),Yes,"730,260",2.51
CEPU,Central Puerto SA,$15.55,$2B (Small),Yes,"294,600",1.14
CERT,Certara Inc,$6.62,$1B (Micro),Yes,"3,416,930",1.52
CEVA,CEVA Inc,$22.67,$612M (Micro),Yes,"355,250",1.47
CFFN,Capitol Federal Financial Inc,$7.64,$992M (Micro),Yes,"949,170",0.65
CGBD,Carlyle Secured Lending Inc,$11.92,$869M (Micro),Yes,"651,690",0.72
CGNT,Cognyte Software Ltd,$7.06,$516M (Micro),Yes,"514,850",1.65
CHCT,Community Healthcare Trust Inc,$17.64,$502M (Micro),Yes,"280,890",0.71
CHPT,ChargePoint Holdings Inc,$5.90,$140M (Micro),Yes,"546,110",1.41
CHWY,Chewy Inc,$24.23,$10B (Mid),Yes,"8,723,080",1.62
CIFR,Cipher Mining Inc,$16.42,$6B (Small),Yes,"37,361,580",2.96
CIM,Chimera Investment Corp,$14.08,$1B (Micro),Yes,"1,175,950",1.85
CION,Cion Investment Corp,$8.64,$446M (Micro),Yes,"478,590",1.05
CLB,Core Laboratories Inc,$18.56,$864M (Micro),Yes,"449,490",1.09
CLBK,Columbia Financial Inc,$18.41,$2B (Micro),Yes,"432,850",0.19
CLBT,Cellebrite DI Ltd,$14.64,$4B (Small),Yes,"2,637,390",1.28
CLDX,Celldex Therapeutics Inc,$23.00,$2B (Micro),Yes,"699,170",1.22
CLF,Cleveland-Cliffs Inc,$10.38,$6B (Small),Yes,"26,884,880",2.01
CLPT,Clearpoint Neuro Inc,$13.55,$403M (Micro),Yes,"591,550",1.01
CLSK,CleanSpark Inc,$9.85,$3B (Small),Yes,"32,586,330",3.52
CLW,Clearwater Paper Corp,$17.59,$282M (Micro),Yes,"254,520",0.2
CMCO,Columbus McKinnon Corp,$20.33,$584M (Micro),Yes,"625,020",1.3
CMP,Compass Minerals International Inc,$23.99,$1B (Micro),Yes,"642,190",1.17
CMPS,Compass Pathways PLC,$5.81,$558M (Micro),Yes,"1,280,830",1.94
CMPX,Compass Therapeutics Inc.,$6.28,$1B (Micro),Yes,"2,003,110",1.27
CMRE,Costamare Inc,$16.94,$2B (Micro),Yes,"532,910",1.23
CMTL,Comtech Telecommunications Corp,$5.86,$174M (Micro),Yes,"312,760",1.01
CNH,CNH Industrial NV,$12.75,$16B (Mid),Yes,"14,874,240",1.23
CNK,Cinemark Holdings Inc,$24.88,$3B (Small),Yes,"2,622,590",1.1
CNNE,Cannae Holdings Inc,$13.29,$655M (Micro),Yes,"503,800",1.11
CNTA,Centessa Pharmaceuticals PLC,$24.71,$4B (Small),Yes,"1,270,850",1.57
CODI,Compass Diversified Holdings,$6.39,$481M (Micro),Yes,"1,094,980",1.06
COLD,Americold Realty Trust Inc,$12.36,$4B (Small),Yes,"4,407,110",0.91
COMP,Compass Inc,$10.41,$8B (Small),Yes,"22,809,150",2.57
COUR,Coursera Inc,$5.92,$994M (Micro),Yes,"7,759,260",1.37
CPNG,Coupang Inc,$16.98,$31B (Mid),Yes,"28,947,170",1.22
CPRI,Capri Holdings Ltd,$20.42,$2B (Small),Yes,"4,934,580",1.45
CPRX,Catalyst Pharmaceuticals Inc,$24.33,$3B (Small),Yes,"1,284,390",0.73
CRGY,Crescent Energy Co,$10.23,$3B (Small),Yes,"5,206,120",1.19
CRK,Comstock Resources Inc,$19.02,$6B (Small),Yes,"3,121,850",0.42
CRMD,CorMedix Inc,$7.34,$578M (Micro),Yes,"1,972,650",1.31
CRML,Critical Metals Corp,$9.24,$1B (Micro),Yes,"15,097,840",1.5
CRNC,Cerence Inc,$8.26,$372M (Micro),Yes,"2,062,900",2.64
CRSR,Corsair Gaming Inc,$6.79,$724M (Micro),Yes,"6,363,890",1.46
CRTO,Criteo SA,$17.81,$911M (Micro),Yes,"683,460",0.39
CRVS,Corvus Pharmaceuticals Inc,$18.66,$2B (Micro),Yes,"1,537,520",0.79
CSIQ,Canadian Solar Inc,$19.39,$1B (Micro),Yes,"2,255,380",1.29
CSTM,Constellium SE,$23.29,$3B (Small),Yes,"1,840,390",1.49
CSWC,Capital Southwest Corp,$22.81,$1B (Micro),Yes,"668,450",0.78
CTLP,Cantaloupe Inc,$10.22,$753M (Micro),Yes,"2,397,940",1.1
CTMX,CytomX Therapeutics Inc,$5.32,$901M (Micro),Yes,"3,675,770",2.44
CTO,CTO Realty Growth Inc,$18.93,$613M (Micro),Yes,"255,260",0.62
CTOS,Custom Truck One Source Inc,$7.26,$2B (Micro),Yes,"960,740",1.13
CUZ,Cousins Properties Inc,$22.46,$4B (Small),Yes,"3,225,070",1.21
CVBF,CVB Financial Corp,$20.55,$3B (Small),Yes,"1,249,780",0.67
CVE,Cenovus Energy Inc,$21.96,$41B (Mid),Yes,"14,461,990",0.44
CVI,CVR Energy Inc,$23.17,$2B (Small),Yes,"954,840",1.12
CWAN,Clearwater Analytics Holdings Inc,$23.15,$7B (Small),Yes,"15,593,060",0.67
CWH,Camping World Holdings Inc,$11.48,$1B (Micro),Yes,"2,247,630",2.14
CWK,Cushman & Wakefield Ltd,$12.89,$3B (Small),Yes,"3,409,930",1.51
CX,Cemex SAB de CV,$12.57,$18B (Mid),Yes,"8,091,080",1.6
CXM,Sprinklr Inc,$5.49,$1B (Micro),Yes,"3,366,050",0.79
CXW,CoreCivic Inc,$18.92,$2B (Micro),Yes,"1,166,450",0.71
CYRX,Cryoport Inc,$8.35,$418M (Micro),Yes,"373,610",1.7
CZR,Caesars Entertainment Inc,$18.14,$4B (Small),Yes,"7,721,350",2.0
DAVA,Endava PLC,$5.10,$277M (Micro),Yes,"524,120",1.28
DBI,Designer Brands Inc,$7.19,$357M (Micro),Yes,"916,560",1.05
DBRG,DigitalBridge Group Inc,$15.41,$3B (Small),Yes,"4,183,000",1.68
DBX,Dropbox Inc,$24.53,$6B (Small),Yes,"4,910,530",0.64
DC,Dakota Gold Corp,$5.84,$750M (Micro),Yes,"2,266,650",1.09
DCH,Dauch Corp,$7.25,$2B (Micro),Yes,"16,036,190",1.6
DCTH,Delcath Systems Inc,$9.31,$329M (Micro),Yes,"579,940",0.37
DEA,Easterly Government Properties Inc,$23.96,$1B (Micro),Yes,"358,370",0.92
DEI,Douglas Emmett Inc,$10.11,$2B (Micro),Yes,"3,230,090",1.13
DFH,Dream Finders Homes Inc,$21.05,$2B (Micro),Yes,"473,450",1.82
DFTX,Definium Therapeutics Inc,$15.75,$2B (Micro),Yes,"1,456,230",2.62
DHC,Diversified Healthcare Trust,$6.55,$2B (Micro),Yes,"1,856,110",2.37
DJT,Trump Media & Technology Group Corp,$10.98,$3B (Small),Yes,"3,667,550",4.65
DKNG,Draftkings Inc,$21.76,$11B (Mid),Yes,"22,008,710",1.69
DLO,Dlocal Ltd,$11.97,$4B (Small),Yes,"1,565,610",1.14
DNA,Ginkgo Bioworks Holdings Inc,$9.29,$535M (Micro),Yes,"1,505,920",1.54
DNLI,Denali Therapeutics Inc,$18.77,$3B (Small),Yes,"1,588,560",1.04
DNOW,DNOW Inc,$16.43,$3B (Small),Yes,"1,964,310",0.74
DOC,Healthpeak Properties Inc,$16.70,$12B (Mid),Yes,"12,083,470",1.11
DOLE,Dole PLC,$15.91,$2B (Micro),Yes,"757,600",0.65
