Symbol,Description,Price,Market Capitalization,Optionable Stocks,Average Volume (10 Day),Beta
BAH,Booz Allen Hamilton Holding Corp,$79.32,$10B (Mid),Yes,"2,423,100",0.37
BALL,Ball Corp,$67.29,$18B (Mid),Yes,"3,188,590",1.09
BANR,Banner Corp,$64.20,$2B (Small),Yes,"304,510",0.87
BBIO,BridgeBio Pharma Inc,$75.25,$15B (Mid),Yes,"3,833,220",1.11
BBT,Beacon Financial Corp,$30.68,$3B (Small),Yes,"938,210",0.65
BBW,Build-A-Bear Workshop Inc,$50.14,$649M (Micro),Yes,"306,520",1.08
BBY,Best Buy Co Inc,$65.80,$14B (Mid),Yes,"4,122,250",1.46
BC,Brunswick Corp,$87.04,$6B (Small),Yes,"809,380",1.36
BCC,Boise Cascade Co,$86.50,$3B (Small),Yes,"409,830",1.25
BCE,BCE Inc,$25.71,$24B (Mid),Yes,"4,691,490",0.64
BCH,Banco de Chile,$43.52,$22B (Mid),Yes,"448,690",0.19
BCS,Barclays PLC,$25.31,$87B (Large),Yes,"8,061,800",0.95
BEAM,Beam Therapeutics Inc,$27.92,$3B (Small),Yes,"1,516,470",2.12
BEN,Franklin Resources Inc,$27.03,$14B (Mid),Yes,"6,184,640",1.48
BEPC,Brookfield Renewable Corp,$43.84,$8B (Mid),Yes,"911,860",1.21
BETR,Better Home & Finance Holding Co,$31.36,$492M (Micro),Yes,"365,210",2.01
BF/B,Brown-Forman Corp,$29.95,$9B (Mid),Yes,"4,564,680",0.38
BFAM,Bright Horizons Family Solutions Inc,$66.90,$4B (Small),Yes,"1,325,630",1.45
BFH,Bread Financial Holdings Inc,$72.37,$3B (Small),Yes,"904,060",1.2
BHE,Benchmark Electronics Inc,$59.23,$2B (Micro),Yes,"375,630",0.99
BHF,Brighthouse Financial Inc,$63.84,$4B (Small),Yes,"590,650",0.96
BHP,BHP Group Ltd,$73.38,$186B (Large),Yes,"4,658,570",0.78
BILI,Bilibili Inc,$30.60,$10B (Mid),Yes,"2,360,780",0.74
BILL,BILL Holdings Inc,$46.99,$5B (Small),Yes,"5,815,540",1.23
BIP,Brookfield Infrastructure Partners LP,$38.75,$25B (Mid),Yes,"864,310",1.08
BIPC,Brookfield Infrastructure Corp,$49.56,$7B (Small),Yes,"686,750",1.34
BJRI,BJ's Restaurants Inc,$40.54,$857M (Micro),Yes,"273,830",1.31
BKE,Buckle Inc,$53.45,$3B (Small),Yes,"470,910",1.14
BKH,Black Hills Corp,$74.05,$6B (Small),Yes,"1,198,440",0.73
BKR,Baker Hughes Co,$61.20,$60B (Large),Yes,"9,965,250",0.84
BKU,BankUnited Inc,$48.73,$4B (Small),Yes,"927,330",1.28
BL,BlackLine Inc,$38.61,$2B (Small),Yes,"1,578,520",0.9
BLBD,Blue Bird Corp,$57.59,$2B (Micro),Yes,"579,990",1.39
BLKB,Blackbaud Inc,$49.08,$2B (Small),Yes,"693,980",1.11
BMA,Banco Macro SA,$86.59,$5B (Small),Yes,"273,210",1.54
BMRN,BioMarin Pharmaceutical Inc,$59.87,$12B (Mid),Yes,"2,232,430",0.25
BMY,Bristol-Myers Squibb Co,$60.74,$124B (Large),Yes,"14,615,160",0.27
BN,Brookfield Corp,$47.79,$117B (Large),Yes,"6,960,050",1.57
BNS,Bank of Nova Scotia,$75.70,$93B (Large),Yes,"1,715,520",1.08
BOH,Bank of Hawaii Corp,$78.20,$3B (Small),Yes,"519,380",0.71
BP,BP PLC,$37.66,$99B (Large),Yes,"11,492,900",0.31
BRKR,Bruker Corp,$36.51,$6B (Small),Yes,"2,784,760",1.21
BRO,Brown & Brown Inc,$68.47,$23B (Mid),Yes,"4,453,090",0.8
BROS,Dutch Bros Inc,$53.20,$9B (Mid),Yes,"7,464,700",2.55
BRX,Brixmor Property Group Inc,$29.29,$9B (Mid),Yes,"3,610,030",1.05
BSAC,Banco Santander Chile,$35.65,$17B (Mid),Yes,"262,310",0.6
BSX,Boston Scientific Corp,$74.73,$111B (Large),Yes,"27,986,050",0.7
BSY,Bentley Systems Inc,$34.10,$10B (Mid),Yes,"3,836,940",1.2
BTI,British American Tobacco plc,$59.50,$129B (Large),Yes,"5,652,990",0.32
BTU,Peabody Energy Corp,$34.45,$4B (Small),Yes,"3,397,970",0.52
BUD,Anheuser-Busch Inbev SA,$80.39,$139B (Large),Yes,"3,297,640",0.52
BUSE,First Busey Corp,$26.55,$2B (Small),Yes,"761,740",0.74
BVN,Compania de Minas Buenaventura SAA,$37.96,$10B (Mid),Yes,"1,408,690",0.3
BWA,Borgwarner Inc,$62.80,$13B (Mid),Yes,"5,205,910",1.01
BXP,BXP Inc,$61.49,$10B (Mid),Yes,"3,048,550",1.02
BYD,Boyd Gaming Corp,$81.99,$6B (Small),Yes,"1,176,500",1.21
BZH,Beazer Homes USA Inc,$27.71,$818M (Micro),Yes,"629,530",2.14
CAAP,Corporacion America Airports SA,$27.96,$5B (Small),Yes,"361,600",0.78
CAE,CAE Inc,$30.22,$10B (Mid),Yes,"849,470",1.11
CAKE,Cheesecake Factory Inc,$58.67,$3B (Small),Yes,"1,290,790",0.98
CALM,Cal-Maine Foods Inc,$83.44,$4B (Small),Yes,"1,129,970",0.25
CALX,Calix Inc,$53.32,$4B (Small),Yes,"1,695,290",1.47
CARG,CarGurus Inc,$27.34,$3B (Small),Yes,"1,320,360",1.4
CARR,Carrier Global Corp,$65.40,$55B (Large),Yes,"9,821,660",1.31
CASH,Pathward Financial Inc,$92.45,$2B (Micro),Yes,"309,340",0.74
CATY,Cathay General Bancorp,$53.33,$4B (Small),Yes,"402,550",0.84
CBRL,Cracker Barrel Old Country Store Inc,$31.40,$701M (Micro),Yes,"1,159,320",1.24
CBSH,Commerce Bancshares Inc,$53.60,$8B (Mid),Yes,"1,381,700",0.59
CBT,Cabot Corp,$76.19,$4B (Small),Yes,"634,280",0.85
CBU,Community Financial System Inc,$66.34,$3B (Small),Yes,"254,330",0.79
CBZ,CBIZ Inc,$27.84,$2B (Micro),Yes,"1,297,880",0.96
CCEP,Coca-Cola Europacific Partners PLC,$99.51,$45B (Large),Yes,"2,014,810",0.49
CCI,Crown Castle Inc,$90.38,$39B (Mid),Yes,"5,067,640",0.97
CCL,Carnival Corp,$31.77,$39B (Mid),Yes,"22,605,410",2.42
CCOI,Cogent Communications Holdings Inc,$26.46,$1B (Micro),Yes,"983,140",0.75
CCS,Century Communities Inc,$74.84,$2B (Small),Yes,"345,570",1.5
CCSI,Consensus Cloud Solutions Inc,$29.61,$561M (Micro),Yes,"432,760",1.84
CDP,COPT Defense Properties,$31.54,$4B (Small),Yes,"1,484,040",0.87
CE,Celanese Corp,$58.85,$6B (Small),Yes,"2,716,810",1.01
CECO,CECO Environmental Corp,$79.14,$3B (Small),Yes,"302,160",1.33
CELH,Celsius Holdings Inc,$44.68,$12B (Mid),Yes,"4,565,690",0.92
CENX,Century Aluminum Co,$46.04,$4B (Small),Yes,"2,417,220",2.19
CF,CF Industries Holdings Inc,$94.66,$15B (Mid),Yes,"1,898,070",0.69
CFG,Citizens Financial Group Inc,$65.10,$28B (Mid),Yes,"5,567,160",1.06
CFLT,Confluent Inc,$30.56,$11B (Mid),Yes,"29,930,840",0.95
CG,Carlyle Group Inc,$54.49,$20B (Mid),Yes,"4,447,650",2.05
CGNX,Cognex Corp,$58.79,$10B (Mid),Yes,"3,541,590",1.41
CHDN,Churchill Downs Inc,$89.24,$6B (Small),Yes,"763,640",0.66
CHEF,Chefs' Warehouse Inc,$68.44,$3B (Small),Yes,"433,580",1.26
CIB,Grupo Cibest SA,$77.00,$9B (Mid),Yes,"412,210",0.9
CL,Colgate-Palmolive Co,$96.67,$78B (Large),Yes,"7,476,130",0.27
CLMT,Calumet Inc,$28.61,$2B (Small),Yes,"1,593,870",1.15
CM,Canadian Imperial Bank of Commerce,$95.82,$89B (Large),Yes,"895,100",1.02
CMC,Commercial Metals Co,$79.64,$9B (Mid),Yes,"1,154,060",1.45
CMCL,Caledonia Mining Corporation PLC,$30.00,$579M (Micro),Yes,"404,210",0.47
CMCSA,Comcast Corp,$31.57,$114B (Large),Yes,"31,719,150",0.78
CMG,Chipotle Mexican Grill Inc,$36.30,$47B (Large),Yes,"24,933,160",1.01
CMS,CMS Energy Corp,$76.74,$24B (Mid),Yes,"3,560,640",0.46
CNA,CNA Financial Corp,$48.69,$13B (Mid),Yes,"484,840",0.34
CNC,Centene Corp,$40.58,$20B (Mid),Yes,"7,872,230",0.5
CNM,Core & Main Inc,$58.18,$11B (Mid),Yes,"2,169,780",0.96
CNMD,Conmed Corp,$41.80,$1B (Micro),Yes,"552,580",0.93
CNO,CNO Financial Group Inc,$43.06,$4B (Small),Yes,"792,320",0.84
CNOB,ConnectOne Bancorp Inc,$27.75,$1B (Micro),Yes,"307,540",1.11
CNP,CenterPoint Energy Inc,$42.52,$28B (Mid),Yes,"6,039,560",0.58
CNQ,Canadian Natural Resources Ltd,$40.68,$85B (Large),Yes,"10,238,080",0.65
CNR,Core Natural Resources Inc,$91.51,$5B (Small),Yes,"841,110",0.32
CNS,Cohen & Steers Inc,$66.66,$3B (Small),Yes,"315,280",1.24
CNX,CNX Resources Corp,$40.60,$6B (Small),Yes,"2,433,020",0.66
CNXC,Concentrix Corp,$30.39,$2B (Micro),Yes,"1,556,770",0.51
COCO,Vita Coco Company Inc,$56.58,$3B (Small),Yes,"800,840",0.36
COGT,Cogent Biosciences Inc,$36.53,$6B (Small),Yes,"1,283,190",0.48
COHU,Cohu Inc,$30.60,$1B (Micro),Yes,"1,273,990",1.26
COLB,Columbia Banking System Inc,$31.49,$9B (Mid),Yes,"2,910,470",0.55
COLL,Collegium Pharmaceutical Inc,$45.79,$1B (Micro),Yes,"305,720",0.65
COLM,Columbia Sportswear Co,$63.29,$3B (Small),Yes,"1,350,630",0.84
COO,Cooper Companies Inc,$82.99,$16B (Mid),Yes,"1,829,620",1.02
CORT,Corcept Therapeutics Inc,$39.97,$4B (Small),Yes,"1,210,320",0.27
CPRT,Copart Inc,$37.49,$36B (Mid),Yes,"9,218,090",1.1
CPS,Cooper-Standard Holdings Inc,$45.20,$797M (Micro),Yes,"270,430",1.82
CRBG,Corebridge Financial Inc,$31.07,$15B (Mid),Yes,"5,039,510",1.05
CRC,California Resources Corp,$56.92,$5B (Small),Yes,"716,690",1.11
CRI,Carter's Inc,$40.05,$1B (Micro),Yes,"1,104,950",1.02
CRNX,Crinetics Pharmaceuticals Inc,$42.70,$4B (Small),Yes,"1,141,050",0.23
CROX,Crocs Inc,$96.88,$5B (Small),Yes,"1,739,210",1.51
CRSP,CRISPR Therapeutics AG,$53.07,$5B (Small),Yes,"1,731,280",1.73
CRVL,CorVel Corp,$49.20,$3B (Small),Yes,"367,880",1.12
CSCO,Cisco Systems Inc,$76.85,$304B (Large),Yes,"35,160,260",0.87
CSGP,CoStar Group Inc,$44.99,$19B (Mid),Yes,"8,081,780",0.91
CSGS,Csg Systems International Inc,$79.66,$2B (Small),Yes,"458,130",0.88
CSTL,Castle Biosciences Inc,$33.15,$968M (Micro),Yes,"444,620",1.08
CSX,CSX Corp,$40.87,$76B (Large),Yes,"14,122,900",1.27
CTRA,Coterra Energy Inc,$31.37,$24B (Mid),Yes,"14,982,300",0.35
CTRE,CareTrust REIT Inc,$40.01,$9B (Mid),Yes,"2,162,060",0.76
CTSH,Cognizant Technology Solutions Corp,$66.55,$32B (Mid),Yes,"9,297,130",1.0
CTVA,Corteva Inc,$75.03,$50B (Large),Yes,"4,763,740",0.73
CUBE,CubeSmart,$38.93,$9B (Mid),Yes,"2,456,640",1.11
CUBI,Customers Bancorp Inc,$72.73,$2B (Small),Yes,"489,110",1.66
CUK,Carnival PLC,$31.56,$5B (Small),Yes,"3,251,140",2.45
CVGW,Calavo Growers Inc,$26.07,$466M (Micro),Yes,"331,380",0.39
CVLT,Commvault Systems Inc,$87.63,$4B (Small),Yes,"1,112,080",0.58
CVS,CVS Health Corp,$78.48,$100B (Large),Yes,"9,397,280",0.49
CWT,California Water Service Group,$46.56,$3B (Small),Yes,"346,180",0.62
CXT,Crane NXT Co,$52.76,$3B (Small),Yes,"920,650",1.16
CYTK,Cytokinetics Inc,$66.26,$8B (Mid),Yes,"1,746,280",0.55
D,Dominion Energy Inc,$66.51,$57B (Large),Yes,"5,397,440",0.68
DAKT,Daktronics Inc,$27.49,$1B (Micro),Yes,"749,250",1.68
DAL,Delta Air Lines Inc,$69.00,$45B (Large),Yes,"9,028,550",1.32
DAN,Dana Inc,$33.39,$4B (Small),Yes,"1,339,230",2.06
DAR,Darling Ingredients Inc,$50.96,$8B (Mid),Yes,"2,903,970",1.25
DB,Deutsche Bank AG,$35.28,$67B (Large),Yes,"3,516,640",0.95
DD,Dupont De Nemours Inc,$50.22,$21B (Mid),Yes,"6,212,030",1.06
DEO,Diageo PLC,$99.17,$55B (Large),Yes,"1,444,460",0.44
DFIN,Donnelley Financial Solutions Inc,$39.12,$1B (Micro),Yes,"366,820",0.91
DGII,Digi International Inc,$48.26,$2B (Micro),Yes,"375,920",0.79
DIN,Dine Brands Global Inc,$31.73,$458M (Micro),Yes,"410,130",0.97
DINO,HF Sinclair Corp,$58.53,$11B (Mid),Yes,"2,207,020",0.78
DIOD,Diodes Inc,$71.07,$3B (Small),Yes,"517,540",1.59
DK,Delek US Holdings Inc,$34.46,$2B (Micro),Yes,"1,595,770",0.75
DLB,Dolby Laboratories Inc,$66.02,$6B (Small),Yes,"938,210",0.84
DLX,Deluxe Corp,$26.21,$1B (Micro),Yes,"626,700",1.36
DNTH,Dianthus Therapeutics Inc,$47.40,$2B (Micro),Yes,"630,670",1.59
DOCN,DigitalOcean Holdings Inc,$68.16,$6B (Small),Yes,"3,569,090",1.71
DOCS,Doximity Inc,$25.02,$5B (Small),Yes,"7,354,560",1.45
DOCU,DocuSign Inc,$44.82,$9B (Mid),Yes,"5,667,870",1.03
DOW,Dow Inc,$32.49,$23B (Mid),Yes,"15,243,260",0.71
DOX,Amdocs Ltd,$69.23,$7B (Small),Yes,"2,124,140",0.44
DRD,DRDGOLD Ltd,$35.65,$3B (Small),Yes,"350,280",0.42
DRS,Leonardo DRS Inc,$38.13,$10B (Mid),Yes,"1,085,290",0.44
DSGX,Descartes Systems Group Inc,$65.74,$6B (Small),Yes,"1,022,050",0.78
DT,Dynatrace Inc,$37.20,$11B (Mid),Yes,"8,917,930",0.81
DVN,Devon Energy Corp,$44.66,$28B (Mid),Yes,"13,436,430",0.6
DXCM,Dexcom Inc,$70.02,$27B (Mid),Yes,"6,038,140",1.49
E,Eni SpA,$43.45,$64B (Large),Yes,"274,680",0.59
EBAY,eBay Inc,$82.38,$37B (Mid),Yes,"6,057,000",1.4
EDU,New Oriental Education & Technology Group Inc,$58.70,$10B (Mid),Yes,"1,465,500",0.27
EE,Excelerate Energy Inc,$41.84,$5B (Small),Yes,"338,670",1.32
EEFT,Euronet Worldwide Inc,$67.96,$3B (Small),Yes,"988,340",0.8
EGBN,Eagle Bancorp Inc,$26.26,$798M (Micro),Yes,"328,580",1.02
EGO,Eldorado Gold Corp,$47.37,$10B (Mid),Yes,"3,694,840",0.5
EIX,Edison International,$71.46,$27B (Mid),Yes,"3,424,390",0.79
ELAN,Elanco Animal Health Inc,$25.13,$12B (Mid),Yes,"4,571,050",1.84
ELF,elf Beauty Inc,$81.50,$5B (Small),Yes,"3,133,290",1.69
ELS,Equity LifeStyle Properties Inc,$67.82,$13B (Mid),Yes,"2,125,470",0.75
ELVN,Enliven Therapeutics Inc,$26.72,$2B (Micro),Yes,"730,500",0.35
EMBJ,Embraer SA,$71.04,$13B (Mid),Yes,"916,400",1.56
EMN,Eastman Chemical Co,$80.08,$9B (Mid),Yes,"2,100,240",1.19
ENPH,Enphase Energy Inc,$43.49,$6B (Small),Yes,"12,684,830",1.32
EPAC,Enerpac Tool Group Corp,$43.02,$2B (Small),Yes,"336,300",0.95
EPD,Enterprise Products Partners LP,$37.21,$80B (Large),Yes,"7,005,800",0.56
EPR,EPR Properties,$58.49,$4B (Small),Yes,"768,340",0.95
EPRT,Essential Properties Realty Trust Inc,$32.09,$7B (Small),Yes,"1,495,680",0.98
EQH,Equitable Holdings Inc,$44.39,$13B (Mid),Yes,"3,382,130",1.1
EQNR,Equinor ASA,$28.10,$71B (Large),Yes,"5,888,850",0.31
EQR,Equity Residential,$63.86,$24B (Mid),Yes,"3,564,900",0.75
EQT,EQT Corp,$58.70,$37B (Mid),Yes,"8,103,770",0.73
ES,Eversource Energy,$73.36,$28B (Mid),Yes,"2,998,570",0.77
ESI,Element Solutions Inc,$32.36,$8B (Mid),Yes,"2,832,290",1.25
ESNT,Essent Group Ltd,$61.42,$6B (Small),Yes,"667,590",0.9
ESTA,Establishment Labs Holdings Inc,$74.60,$2B (Small),Yes,"458,810",0.92
ESTC,Elastic NV,$61.57,$6B (Small),Yes,"2,190,610",0.96
ETSY,ETSY Inc,$45.73,$5B (Small),Yes,"4,416,420",1.78
EVRG,Evergy Inc,$82.69,$19B (Mid),Yes,"2,122,020",0.62
EVTC,Evertec Inc,$26.36,$2B (Micro),Yes,"542,190",0.87
EW,Edwards Lifesciences Corp,$75.87,$44B (Large),Yes,"6,178,360",0.95
EWTX,Edgewise Therapeutics Inc,$30.01,$3B (Small),Yes,"836,550",0.26
EXC,Exelon Corp,$48.48,$50B (Large),Yes,"10,593,750",0.43
EXEL,Exelixis Inc,$43.92,$11B (Mid),Yes,"2,889,860",0.41
EXLS,Exlservice Holdings Inc,$30.04,$5B (Small),Yes,"3,399,230",0.93
EXPO,Exponent Inc,$66.79,$3B (Small),Yes,"631,790",0.79
EYE,National Vision Holdings Inc,$28.22,$2B (Small),Yes,"1,077,110",1.37
FAF,First American Financial Corp,$67.22,$7B (Small),Yes,"1,108,600",1.27
FAST,Fastenal Co,$46.41,$53B (Large),Yes,"10,202,420",0.87
FBIN,Fortune Brands Innovations Inc,$51.32,$6B (Small),Yes,"3,956,110",1.42
FCX,Freeport-McMoRan Inc,$62.84,$90B (Large),Yes,"20,644,670",1.42
FE,FirstEnergy Corp,$50.10,$29B (Mid),Yes,"5,837,650",0.61
FFBC,First Financial Bancorp,$30.31,$3B (Small),Yes,"850,760",0.96
FFIN,First Financial Bankshares Inc,$33.48,$5B (Small),Yes,"765,280",0.82
FHB,First Hawaiian Inc,$26.30,$3B (Small),Yes,"1,521,640",0.69
FHI,Federated Hermes Inc,$55.44,$4B (Small),Yes,"757,330",0.72
FIBK,First Interstate Bancsystem Inc,$37.66,$4B (Small),Yes,"1,129,820",0.73
FIS,Fidelity National Information Services Inc,$46.80,$24B (Mid),Yes,"6,673,930",0.93
FISV,Fiserv Inc,$59.36,$32B (Mid),Yes,"11,418,260",0.77
FITB,Fifth Third Bancorp,$52.86,$48B (Large),Yes,"14,557,190",0.96
FIZZ,National Beverage Corp,$36.35,$3B (Small),Yes,"263,820",0.75
FLEX,Flex Ltd,$64.24,$24B (Mid),Yes,"5,366,320",1.24
FLNG,FLEX LNG Ltd,$25.99,$1B (Micro),Yes,"449,540",0.3
FLR,Fluor Corp,$45.48,$7B (Small),Yes,"2,731,590",1.38
FLS,Flowserve Corp,$89.69,$11B (Mid),Yes,"2,125,210",1.27
FND,Floor & Decor Holdings Inc,$70.20,$8B (Small),Yes,"2,466,470",1.72
FNF,Fidelity National Financial Inc,$56.74,$15B (Mid),Yes,"1,368,640",0.99
FORM,FormFactor Inc,$96.73,$7B (Small),Yes,"1,838,200",1.02
FOUR,Shift4 Payments Inc,$55.01,$5B (Small),Yes,"2,520,930",1.62
FOXA,Fox Corp,$56.35,$11B (Mid),Yes,"5,750,150",0.56
FR,First Industrial Realty Trust Inc,$58.92,$8B (Mid),Yes,"1,352,000",1.13
FRME,First Merchants Corp,$42.05,$3B (Small),Yes,"441,970",0.91
FRO,Frontline Plc,$30.92,$7B (Small),Yes,"2,706,210",0.04
FROG,Jfrog Ltd,$51.68,$6B (Small),Yes,"4,063,930",1.16
FRPT,Freshpet Inc,$67.72,$3B (Small),Yes,"1,041,490",1.7
FTDR,Frontdoor Inc,$56.64,$4B (Small),Yes,"459,840",1.35
FTI,TechnipFMC PLC,$61.36,$25B (Mid),Yes,"4,056,580",0.71
FTNT,Fortinet Inc,$85.56,$64B (Large),Yes,"9,183,550",1.03
FTV,Fortive Corp,$56.90,$18B (Mid),Yes,"6,817,460",1.09
FUL,H.B. Fuller Company,$67.49,$4B (Small),Yes,"394,420",1.05
FWRD,Forward Air Corp (Delaware),$26.81,$838M (Micro),Yes,"688,230",1.32
G,Genpact Ltd,$37.36,$6B (Small),Yes,"3,950,420",0.77
GAP,Gap Inc,$27.67,$10B (Mid),Yes,"5,410,810",2.27
GBCI,Glacier Bancorp Inc,$51.29,$7B (Small),Yes,"1,230,460",0.73
GBX,Greenbrier Companies Inc,$57.24,$2B (Micro),Yes,"333,740",1.59
GCT,GigaCloud Technology Inc,$35.23,$1B (Micro),Yes,"499,290",2.32
GDDY,GoDaddy Inc,$89.12,$12B (Mid),Yes,"2,102,960",0.96
GDS,GDS Holdings Ltd,$46.12,$9B (Mid),Yes,"2,429,890",0.36
GFF,Griffon Corp,$93.60,$4B (Small),Yes,"504,620",1.29
GFI,Gold Fields Ltd,$54.60,$49B (Large),Yes,"3,382,370",0.7
GFS,GlobalFoundries Inc,$48.99,$27B (Mid),Yes,"4,597,920",1.45
GGAL,Grupo Financiero Galicia SA,$45.98,$6B (Small),Yes,"1,550,750",1.51
GGG,Graco Inc,$94.67,$16B (Mid),Yes,"1,294,180",1.06
GIB,CGI Inc,$74.53,$16B (Mid),Yes,"684,600",0.63
GIII,G-III Apparel Group Ltd,$30.15,$1B (Micro),Yes,"388,660",1.29
GIL,Gildan Activewear Inc,$72.58,$13B (Mid),Yes,"1,274,840",1.02
GLBE,Global-E Online Ltd,$31.66,$5B (Small),Yes,"2,417,540",1.27
GLNG,Golar LNG Ltd,$43.44,$4B (Small),Yes,"1,384,420",0.17
GLOB,Globant SA,$49.40,$2B (Small),Yes,"1,782,480",1.22
GLPI,Gaming and Leisure Properties Inc,$46.40,$13B (Mid),Yes,"2,243,740",0.67
GM,General Motors Co,$81.08,$73B (Large),Yes,"7,991,040",1.37
GMAB,Genmab A/S,$30.03,$18B (Mid),Yes,"1,289,120",0.94
GMED,Globus Medical Inc,$88.09,$12B (Mid),Yes,"1,186,120",1.06
GOLD,Gold.com Inc,$60.91,$2B (Micro),Yes,"1,135,380",0.38
GOLF,Acushnet Holdings Corp,$99.56,$6B (Small),Yes,"364,400",0.89
GPN,Global Payments Inc,$68.48,$19B (Mid),Yes,"3,843,630",0.75
GSAT,Globalstar Inc,$60.06,$8B (Mid),Yes,"544,180",1.43
GSHD,Goosehead Insurance Inc,$48.69,$2B (Micro),Yes,"685,610",1.59
GSK,GSK plc,$58.93,$120B (Large),Yes,"7,954,000",0.46
GSL,Global Ship Lease Inc,$38.15,$1B (Micro),Yes,"298,170",0.87
GTES,Gates Industrial Corporation PLC,$27.97,$7B (Small),Yes,"3,738,840",1.21
GTLB,GitLab Inc,$29.55,$5B (Small),Yes,"5,430,890",0.78
GTY,Getty Realty Corp,$33.24,$2B (Micro),Yes,"366,100",0.83
GXO,GXO Logistics Inc,$65.51,$8B (Small),Yes,"2,074,410",1.67
HAE,Haemonetics Corp,$57.76,$3B (Small),Yes,"1,265,630",0.3
HAFC,Hanmi Financial Corp,$26.85,$803M (Micro),Yes,"267,550",0.72
HAL,Halliburton Co,$33.96,$28B (Mid),Yes,"12,820,370",0.75
HALO,Halozyme Therapeutics Inc,$79.44,$9B (Mid),Yes,"2,165,130",0.95
HASI,HA Sustainable Infrastructure Capital Inc,$39.70,$5B (Small),Yes,"1,359,210",1.42
HCC,Warrior Met Coal Inc,$86.28,$5B (Small),Yes,"1,152,350",0.69
HDB,HDFC Bank Ltd,$32.52,$167B (Large),Yes,"7,675,200",0.54
HESM,Hess Midstream LP,$36.68,$8B (Mid),Yes,"1,635,850",0.59
HFWA,Heritage Financial Corp,$28.09,$1B (Micro),Yes,"271,840",0.49
HGV,Hilton Grand Vacations Inc,$46.22,$4B (Small),Yes,"1,000,190",1.43
HHH,Howard Hughes Holdings Inc,$82.15,$5B (Small),Yes,"379,480",1.22
HLIO,Helios Technologies Inc,$75.65,$3B (Small),Yes,"308,540",1.24
HMC,Honda Motor Co Ltd,$31.78,$41B (Mid),Yes,"1,393,250",0.37
HMN,Horace Mann Educators Corp,$42.57,$2B (Micro),Yes,"289,470",0.08
HNI,HNI Corp,$50.03,$2B (Small),Yes,"539,930",0.9
HOLX,Hologic Inc,$75.04,$17B (Mid),Yes,"2,784,700",0.73
HOMB,Home BancShares Inc,$29.35,$6B (Small),Yes,"1,179,810",0.77
HOOD,Robinhood Markets Inc,$75.97,$68B (Large),Yes,"52,282,230",2.49
HP,Helmerich and Payne Inc,$33.20,$3B (Small),Yes,"2,490,720",0.55
HQY,Healthequity Inc,$73.88,$6B (Small),Yes,"1,186,430",0.28
HRB,H & R Block Inc,$31.05,$4B (Small),Yes,"3,878,130",0.4
HRMY,Harmony Biosciences Holdings Inc,$36.01,$2B (Micro),Yes,"526,420",0.84
HROW,Harrow Inc,$47.69,$2B (Micro),Yes,"563,460",0.07
HSBC,HSBC Holdings PLC,$85.15,$292B (Large),Yes,"3,225,260",0.49
HSIC,Henry Schein Inc,$78.19,$9B (Mid),Yes,"1,364,680",0.88
HTH,Hilltop Holdings Inc,$39.27,$2B (Small),Yes,"520,270",0.91
HTHT,H World Group Ltd,$52.53,$16B (Mid),Yes,"2,241,650",0.1
HUBG,Hub Group Inc,$39.66,$2B (Small),Yes,"1,942,130",1.16
HUT,Hut 8 Corp,$53.87,$6B (Small),Yes,"5,827,320",4.18
HWC,Hancock Whitney Corp,$71.16,$6B (Small),Yes,"843,380",1.04
HXL,Hexcel Corp,$89.79,$7B (Small),Yes,"1,217,560",1.01
HYMC,Hycroft Mining Holding Corporation,$35.55,$3B (Small),Yes,"4,155,650",2.66
HZO,MarineMax Inc,$29.02,$639M (Micro),Yes,"726,220",1.66
IAC,IAC Inc,$34.31,$3B (Small),Yes,"1,616,710",1.11
IBKR,Interactive Brokers Group Inc,$74.75,$127B (Large),Yes,"5,848,920",1.22
IBN,ICICI Bank Ltd,$30.62,$110B (Large),Yes,"6,496,750",0.38
IBOC,International Bancshares Corp,$72.07,$4B (Small),Yes,"300,540",0.72
ICHR,Ichor Holdings Ltd,$46.77,$2B (Micro),Yes,"1,667,360",1.74
ICLR,ICON PLC,$93.00,$7B (Small),Yes,"5,110,630",1.39
IDR,Idaho Strategic Resources Inc,$38.85,$606M (Micro),Yes,"360,670",0.9
IDYA,IDEAYA Biosciences Inc,$30.27,$3B (Small),Yes,"883,040",0.1
IFF,International Flavors & Fragrances Inc,$83.00,$21B (Mid),Yes,"2,236,170",0.99
IIPR,Innovative Industrial Properties Inc,$45.93,$1B (Micro),Yes,"252,600",1.49
IMAX,Imax Corp,$36.08,$2B (Micro),Yes,"897,760",0.36
IMCR,Immunocore Holdings PLC,$32.28,$2B (Micro),Yes,"392,280",0.78
IMVT,Immunovant Inc,$25.75,$5B (Small),Yes,"1,688,740",0.63
INDB,Independent Bank Corp (Massachusetts),$83.68,$4B (Small),Yes,"322,530",0.79
INDV,Indivior Pharmaceuticals Inc,$34.58,$4B (Small),Yes,"1,342,820",1.15
ING,ING Groep NV,$28.30,$82B (Large),Yes,"4,061,430",0.83
INOD,Innodata Inc,$44.39,$1B (Micro),Yes,"1,599,730",2.47
INSP,Inspire Medical Systems Inc,$59.76,$2B (Micro),Yes,"1,670,580",0.77
INTC,Intel Corp,$46.79,$234B (Large),Yes,"104,264,710",1.37
INVH,Invitation Homes Inc,$26.99,$17B (Mid),Yes,"6,588,710",0.83
