"Symbol","Description","Price","Exchange","Optionable Stocks","Average Volume (10 Day)"
"MUSA","Murphy USA Inc","$406.63","NYS","Yes","287,020"
"NAMS","NewAmsterdam Pharma Company NV","$35.02","NASDAQ","Yes","782,600"
"NATL","NCR Atleos Corp","$38.92","NYS","Yes","413,560"
"NBHC","National Bank Holdings Corp","$38.51","NYS","Yes","373,600"
"NBR","Nabors Industries Ltd","$53.30","NYS","Yes","318,150"
"NBTB","NBT Bancorp Inc","$42.30","NASDAQ","Yes","273,860"
"NDSN","Nordson Corp","$243.14","NASDAQ","Yes","586,390"
"NFG","National Fuel Gas Co","$80.86","NYS","Yes","655,370"
"NGG","National Grid PLC","$77.45","NYS","Yes","531,440"
"NGVC","Natural Grocers by Vitamin Cottage Inc","$25.46","NYS","Yes","328,610"
"NGVT","Ingevity Corp","$59.48","NYS","Yes","335,870"
"NICE","Nice Ltd","$113.05","NASDAQ","Yes","702,830"
"NJR","New Jersey Resources Corp","$46.42","NYS","Yes","659,730"
"NMIH","NMI Holdings Inc","$41.41","NASDAQ","Yes","397,840"
"NOC","NORTHROP GRUMMAN CORP","$577.78","NYS","Yes","575,670"
"NOVT","Novanta Inc","$122.60","NASDAQ","Yes","471,070"
"NSIT","Insight Enterprises Inc","$83.66","NASDAQ","Yes","431,360"
"NSSC","NAPCO Security Technologies Inc","$42.05","NASDAQ","Yes","362,870"
"NTCT","Netscout Systems Inc","$27.57","NASDAQ","Yes","611,370"
"NTES","NetEase Inc","$139.34","NASDAQ","Yes","379,070"
"NUVL","Nuvalent Inc","$101.76","NASDAQ","Yes","449,910"
"NVMI","Nova Ltd","$333.99","NASDAQ","Yes","258,570"
"NWE","NorthWestern Energy Group Inc","$64.86","NASDAQ","Yes","595,940"
"NWN","Northwest Natural Holding Co","$47.13","NYS","Yes","325,940"
"NXRT","NexPoint Residential Trust Inc","$29.27","NYS","Yes","284,700"
"NXST","Nexstar Media Group Inc","$202.42","NASDAQ","Yes","273,130"
"ODD","Oddity Tech Ltd","$41.50","NASDAQ","Yes","568,820"
"OFG","OFG Bancorp","$41.56","NYS","Yes","299,070"
"OGS","ONE Gas Inc","$78.18","NYS","Yes","472,490"
"OLED","Universal Display Corp","$119.24","NASDAQ","Yes","557,290"
"OMCL","Omnicell Inc","$46.14","NASDAQ","Yes","687,320"
"OMF","OneMain Holdings Inc","$68.62","NYS","Yes","910,350"
"ONC","BeOne Medicines AG","$310.30","NASDAQ","Yes","289,150"
"ONTO","Onto Innovation Inc","$159.07","NYS","Yes","622,380"
"OPLN","Openlane Inc","$30.76","NYS","Yes","993,900"
"ORA","Ormat Technologies Inc","$112.62","NYS","Yes","575,580"
"ORKA","Oruka Therapeutics Inc","$30.90","NASDAQ","Yes","917,150"
"ORRF","Orrstown Financial Services Inc","$35.72","NASDAQ","Yes","290,500"
"OSK","Oshkosh Corp","$128.41","NYS","Yes","564,490"
"OTEX","Open Text Corp","$33.23","NASDAQ","Yes","621,750"
"OTTR","Otter Tail Corp","$82.64","NASDAQ","Yes","337,530"
"OXM","Oxford Industries Inc","$33.75","NYS","Yes","583,440"
"OZK","Bank Ozk","$46.60","NASDAQ","Yes","952,570"
"PAHC","Phibro Animal Health Corp","$37.73","NASDAQ","Yes","281,380"
"PAR","PAR Technology Corp","$37.19","NYS","Yes","469,010"
"PATK","Patrick Industries Inc","$111.81","NASDAQ","Yes","283,890"
"PAY","Paymentus Holdings Inc","$31.89","NYS","Yes","970,890"
"PAYC","Paycom Software Inc","$160.76","NYS","Yes","862,970"
"PB","Prosperity Bancshares Inc","$69.81","NYS","Yes","841,870"
"PBH","Prestige Consumer Healthcare Inc","$63.71","NYS","Yes","454,540"
"PCH","Potlatchdeltic Corp","$39.92","NASDAQ","Yes","667,260"
"PCOR","Procore Technologies Inc","$74.13","NYS","Yes","868,770"
"PCRX","Pacira Biosciences Inc","$26.06","NASDAQ","Yes","927,980"
"PCTY","Paylocity Holding Corp","$153.82","NASDAQ","Yes","593,640"
"PEN","Penumbra Inc","$314.89","NYS","Yes","438,140"
"PFSI","PennyMac Financial Services Inc","$133.52","NYS","Yes","288,590"
"PH","Parker-Hannifin Corp","$890.55","NYS","Yes","563,660"
"PHG","Koninklijke Philips NV","$27.26","NYS","Yes","475,490"
"PHIN","Phinia Inc","$61.65","NYS","Yes","472,830"
"PHVS","Pharvaris NV","$25.74","NASDAQ","Yes","254,040"
"PI","Impinj Inc","$171.59","NASDAQ","Yes","614,340"
"PII","Polaris Inc","$65.17","NYS","Yes","805,470"
"PKG","Packaging Corp of America","$208.77","NYS","Yes","860,940"
"PNFP","Pinnacle Financial Partners Inc","$99.37","NASDAQ","Yes","911,030"
"PODD","Insulet Corp","$287.36","NASDAQ","Yes","678,110"
"POOL","Pool Corp","$229.33","NASDAQ","Yes","667,460"
"POST","Post Holdings Inc","$99.89","NYS","Yes","747,000"
"PPC","Pilgrims Pride Corp","$39.78","NASDAQ","Yes","886,590"
"PRAX","Praxis Precision Medicines Inc","$304.58","NASDAQ","Yes","660,790"
"PRDO","Perdoceo Education Corp","$29.82","NASDAQ","Yes","730,740"
"PRG","PROG Holdings Inc","$30.51","NYS","Yes","738,640"
"PRGS","Progress Software Corp","$43.60","NASDAQ","Yes","548,820"
"PRI","Primerica Inc","$259.24","NYS","Yes","283,280"
"PRKS","United Parks & Resorts Inc","$36.31","NYS","Yes","811,850"
"PRM","Perimeter Solutions Inc","$28.13","NYS","Yes","901,770"
"PRSU","Pursuit Attractions and Hospitality Inc","$33.69","NYS","Yes","322,550"
"PSIX","Power Solutions International Inc","$62.47","NASDAQ","Yes","440,390"
"PTC","PTC Inc","$175.59","NASDAQ","Yes","849,780"
"PTGX","Protagonist Therapeutics Inc","$87.93","NASDAQ","Yes","853,450"
"PUK","Prudential PLC","$31.29","NYS","Yes","578,540"
"PVH","PVH Corp","$68.22","NYS","Yes","754,170"
"PVLA","Palvella Therapeutics Inc","$101.15","NASDAQ","Yes","392,040"
"PWR","Quanta Services Inc","$431.03","NYS","Yes","923,560"
"PZZA","Papa John's International Inc","$39.32","NASDAQ","Yes","736,750"
"QDEL","QuidelOrtho Corp","$29.30","NASDAQ","Yes","784,620"
"QLYS","Qualys Inc","$137.34","NASDAQ","Yes","485,420"
"QRVO","Qorvo Inc","$85.46","NASDAQ","Yes","964,180"
"QTWO","Q2 Holdings Inc","$74.37","NYS","Yes","508,090"
"R","Ryder System Inc","$194.17","NYS","Yes","353,980"
"RAMP","Liveramp Holdings Inc","$29.74","NYS","Yes","560,700"
"RAPP","Rapport Therapeutics Inc","$30.25","NASDAQ","Yes","474,340"
"RAPT","RAPT Therapeutics Inc","$35.84","NASDAQ","Yes","462,600"
"RBA","RB Global Inc","$105.66","NYS","Yes","911,360"
"RCI","Rogers Communications Inc","$37.50","NYS","Yes","947,240"
"RDN","Radian Group Inc","$36.28","NYS","Yes","890,860"
"REGN","Regeneron Pharmaceuticals Inc","$780.50","NASDAQ","Yes","858,920"
"REVG","REV Group Inc","$61.44","NYS","Yes","518,310"
"REX","REX American Resources Corp","$33.27","NYS","Yes","251,840"
"RGA","Reinsurance Group of America Inc","$204.96","NYS","Yes","486,850"
"RGEN","Repligen Corp","$165.73","NASDAQ","Yes","556,660"
"RGR","Sturm Ruger & Company Inc","$32.58","NYS","Yes","604,130"
"RHP","Ryman Hospitality Properties Inc","$96.97","NYS","Yes","434,310"
"RIGL","Rigel Pharmaceuticals Inc","$43.08","NASDAQ","Yes","512,540"
"RL","Ralph Lauren Corp","$356.89","NYS","Yes","720,400"
"RLI","RLI Corp","$64.88","NYS","Yes","971,070"
"RNR","Renaissancere Holdings Ltd","$283.84","NYS","Yes","392,120"
"RNST","Renasant Corp","$35.87","NYS","Yes","524,270"
"ROAD","Construction Partners Inc","$111.60","NASDAQ","Yes","547,400"
"ROCK","Gibraltar Industries Inc","$50.28","NASDAQ","Yes","309,080"
"ROK","Rockwell Automation Inc","$396.48","NYS","Yes","713,160"
"RRR","Red Rock Resorts Inc","$62.76","NASDAQ","Yes","741,240"
"RRX","Regal Rexnord Corp","$143.54","NYS","Yes","655,170"
"RS","Reliance Inc","$292.87","NYS","Yes","340,600"
"RTO","Rentokil Initial PLC","$29.91","NYS","Yes","589,710"
"RUSHA","Rush Enterprises Inc","$55.33","NASDAQ","Yes","584,220"
"RY","Royal Bank of Canada","$171.74","NYS","Yes","782,460"
"RYI","Ryerson Holding Corp","$25.82","NYS","Yes","398,180"
"RYTM","Rhythm Pharmaceuticals Inc","$112.55","NASDAQ","Yes","857,240"
"SAIA","Saia Inc","$331.34","NASDAQ","Yes","417,780"
"SAIC","Science Applications International Corp","$103.35","NASDAQ","Yes","600,700"
"SANM","Sanmina Corp","$153.76","NASDAQ","Yes","651,900"
"SBAC","SBA Communications Corp","$193.69","NASDAQ","Yes","737,540"
"SBCF","Seacoast Banking Corporation of Florida","$31.90","NASDAQ","Yes","940,340"
"SCHL","Scholastic Corp","$30.82","NASDAQ","Yes","548,780"
"SCI","Service Corporation International","$77.99","NYS","Yes","804,710"
"SDRL","Seadrill Ltd","$33.70","NYS","Yes","766,210"
"SEIC","SEI Investments Co","$84.09","NASDAQ","Yes","670,520"
"SEPN","Septerna Inc","$28.38","NASDAQ","Yes","291,150"
"SEZL","Sezzle Inc","$68.06","NASDAQ","Yes","823,720"
"SF","Stifel Financial Corp","$127.65","NYS","Yes","752,360"
"SFBS","ServisFirst Bancshares Inc","$73.21","NYS","Yes","363,120"
"SHOO","Steven Madden Ltd","$42.60","NASDAQ","Yes","969,540"
"SIG","Signet Jewelers Ltd","$84.55","NYS","Yes","850,300"
"SIGI","Selective Insurance Group Inc","$84.54","NASDAQ","Yes","492,430"
"SIMO","Silicon Motion Technology Corp","$89.13","NASDAQ","Yes","250,840"
"SITE","SiteOne Landscape Supply Inc","$126.52","NYS","Yes","387,480"
"SITM","SiTime Corp","$369.21","NASDAQ","Yes","281,480"
"SKT","Tanger Inc","$33.92","NYS","Yes","748,390"
"SKWD","Skyward Specialty Insurance Group Inc","$52.12","NASDAQ","Yes","254,310"
"SKY","Champion Homes Inc","$85.74","NYS","Yes","598,700"
"SKYW","SkyWest Inc","$100.63","NASDAQ","Yes","303,320"
"SLAB","Silicon Laboratories Inc","$132.70","NASDAQ","Yes","256,000"
"SLF","Sun Life Financial Inc","$62.79","NYS","Yes","329,980"
"SLGN","Silgan Holdings Inc","$41.00","NYS","Yes","770,590"
"SLVM","Sylvamo Corp","$48.36","NYS","Yes","434,700"
"SMA","SmartStop Self Storage REIT Inc","$31.25","NYS","Yes","783,220"
"SMG","Scotts Miracle-Gro Co","$57.69","NYS","Yes","862,650"
"SNA","Snap-On Inc","$351.00","NYS","Yes","282,680"
"SNDR","Schneider National Inc","$27.33","NYS","Yes","880,370"
"SNEX","StoneX Group Inc","$99.28","NASDAQ","Yes","334,250"
"SNN","Smith & Nephew PLC","$33.14","NYS","Yes","533,100"
"SNV","Synovus Financial Corp","$51.98","NYS","Yes","995,460"
"SNX","TD Synnex Corp","$153.27","NYS","Yes","828,390"
"SON","Sonoco Products Co","$43.96","NYS","Yes","955,650"
"SPB","Spectrum Brands Holdings Inc","$60.31","NYS","Yes","304,250"
"SPHR","Sphere Entertainment Co","$93.19","NYS","Yes","814,360"
"SPSC","SPS Commerce Inc","$91.77","NASDAQ","Yes","691,890"
"SR","Spire Inc","$83.20","NYS","Yes","471,690"
"SSB","SouthState Bank Corp","$95.28","NYS","Yes","798,460"
"STC","Stewart Information Services Corp","$70.81","NYS","Yes","253,480"
"STE","STERIS plc","$256.22","NYS","Yes","586,800"
"STEP","StepStone Group Inc","$65.37","NASDAQ","Yes","668,360"
"STN","Stantec Inc","$96.16","NYS","Yes","388,680"
"STNG","Scorpio Tankers Inc","$51.63","NYS","Yes","839,550"
"STOK","Stoke Therapeutics Inc","$32.18","NASDAQ","Yes","844,190"
"STRL","Sterling Infrastructure Inc","$310.79","NASDAQ","Yes","610,380"
"SUI","Sun Communities Inc","$124.82","NYS","Yes","836,810"
"SUN","Sunoco LP","$52.37","NYS","Yes","366,190"
"SUNC","SunocoCorp LLC","$49.26","NYS","Yes","312,860"
"SUPN","Supernus Pharmaceuticals Inc","$51.25","NASDAQ","Yes","690,080"
"SWX","Southwest Gas Holdings Inc","$81.07","NYS","Yes","458,020"
"SXT","Sensient Technologies Corp","$95.25","NYS","Yes","299,400"
"SYNA","Synaptics Inc","$75.03","NASDAQ","Yes","458,060"
"SYRE","Spyre Therapeutics Inc","$32.56","NASDAQ","Yes","904,270"
"TARS","Tarsus Pharmaceuticals Inc","$81.97","NASDAQ","Yes","713,480"
"TBBB","Bbb Foods Inc","$34.15","NYS","Yes","681,740"
"TBBK","Bancorp Inc","$68.86","NASDAQ","Yes","644,640"
"TCBI","Texas Capital Bancshares Inc","$93.01","NASDAQ","Yes","485,530"
"TCMD","Tactile Systems Technology Inc","$29.27","NASDAQ","Yes","285,320"
"TDG","TransDigm Group Inc","$1,315.96","NYS","Yes","373,000"
"TDW","Tidewater Inc","$50.46","NYS","Yes","679,940"
"TFIN","Triumph Financial Inc","$63.54","NYS","Yes","315,880"
"TFX","Teleflex Inc","$122.76","NYS","Yes","580,180"
"TGLS","Tecnoglass Inc","$51.60","NYS","Yes","365,640"
"THC","Tenet Healthcare Corp","$201.14","NYS","Yes","759,960"
"THG","Hanover Insurance Group Inc","$184.97","NYS","Yes","281,090"
"THO","Thor Industries Inc","$104.47","NYS","Yes","467,620"
"THR","Thermon Group Holdings Inc","$37.49","NYS","Yes","271,080"
"TILE","Interface Inc","$28.64","NASDAQ","Yes","336,100"
"TKR","Timken Co","$86.33","NYS","Yes","569,590"
"TLN","Talen Energy Corp","$380.27","NASDAQ","Yes","891,220"
"TM","Toyota Motor Corp","$216.44","NYS","Yes","294,720"
"TMDX","Transmedics Group Inc","$123.06","NASDAQ","Yes","708,530"
"TNET","TriNet Group Inc","$59.35","NYS","Yes","394,900"
"TNK","Teekay Tankers Ltd","$54.40","NYS","Yes","329,280"
"TNL","Travel + Leisure Co","$71.28","NYS","Yes","513,980"
"TOWN","TowneBank","$33.61","NASDAQ","Yes","420,480"
"TPB","Turning Point Brands Inc","$106.68","NYS","Yes","484,540"
"TPC","Tutor Perini Corp","$68.66","NYS","Yes","454,210"
"TPL","Texas Pacific Land Corp","$294.53","NYS","Yes","552,840"
"TRMK","Trustmark Corp","$39.83","NASDAQ","Yes","329,610"
"TRN","Trinity Industries Inc","$27.09","NYS","Yes","720,480"
"TRNO","Terreno Realty Corp","$59.89","NYS","Yes","639,930"
"TRS","TriMas Corp","$35.94","NASDAQ","Yes","488,930"
"TRUP","Trupanion Inc","$37.74","NASDAQ","Yes","318,420"
"TTAN","ServiceTitan Inc","$107.90","NASDAQ","Yes","837,640"
"TXNM","TXNM Energy Inc","$58.95","NYS","Yes","908,800"
"TXRH","Texas Roadhouse Inc","$168.22","NASDAQ","Yes","951,380"
"TYL","Tyler Technologies Inc","$460.72","NYS","Yes","435,130"
"TYRA","Tyra Biosciences Inc","$25.47","NASDAQ","Yes","543,750"
"UBSI","United Bankshares Inc","$39.04","NASDAQ","Yes","932,410"
"UCB","United Community Banks Inc","$31.85","NYS","Yes","758,520"
"UCTT","Ultra Clean Holdings Inc","$25.89","NASDAQ","Yes","368,530"
"UFPI","UFP Industries Inc","$92.60","NASDAQ","Yes","457,500"
"UHS","Universal Health Services Inc","$226.11","NYS","Yes","761,780"
"ULTA","Ulta Beauty Inc","$604.64","NASDAQ","Yes","665,610"
"UMBF","UMB Financial Corp","$117.16","NASDAQ","Yes","550,240"
"UNF","UniFirst Corp","$196.55","NYS","Yes","371,650"
"UNFI","United Natural Foods Inc","$33.72","NYS","Yes","880,560"
"UPB","Upstream Bio Inc","$28.83","NASDAQ","Yes","658,590"
"URI","United Rentals Inc","$819.51","NYS","Yes","553,890"
"UTHR","United Therapeutics Corp","$502.90","NASDAQ","Yes","537,290"
"UTI","Universal Technical Institute Inc","$27.16","NYS","Yes","676,030"
"VAC","Marriott Vacations Worldwide Corp","$58.10","NYS","Yes","982,520"
"VC","Visteon Corp","$95.80","NASDAQ","Yes","449,630"
"VCEL","Vericel Corp","$37.59","NASDAQ","Yes","611,810"
"VCTR","Victory Capital Holdings Inc","$64.13","NASDAQ","Yes","325,240"
"VCYT","Veracyte Inc","$42.88","NASDAQ","Yes","648,480"
"VECO","Veeco Instruments Inc","$29.24","NASDAQ","Yes","573,810"
"VICR","Vicor Corp","$112.00","NASDAQ","Yes","453,610"
"VIRT","Virtu Financial Inc","$34.30","NYS","Yes","963,110"
"VIST","Vista Energy SAB de CV","$47.92","NYS","Yes","582,600"
"VOYA","Voya Financial Inc","$74.85","NYS","Yes","751,320"
"VRSN","VeriSign, Inc","$245.15","NASDAQ","Yes","648,020"
"VSEC","VSE Corp","$178.73","NASDAQ","Yes","251,060"
"VVX","V2X Inc","$55.67","NYS","Yes","385,960"
"WAB","Westinghouse Air Brake Technologies Corp","$217.16","NYS","Yes","908,310"
"WAFD","WaFd Inc","$32.92","NASDAQ","Yes","672,840"
"WAL","Western Alliance Bancorp","$85.35","NYS","Yes","895,730"
"WAT","Waters Corp","$385.10","NYS","Yes","591,070"
"WCC","Wesco International Inc","$251.88","NYS","Yes","514,910"
"WD","Walker & Dunlop Inc","$60.73","NYS","Yes","330,600"
"WERN","Werner Enterprises Inc","$30.69","NASDAQ","Yes","891,110"
"WES","Western Midstream Partners LP","$39.36","NYS","Yes","922,680"
"WEX","WEX Inc","$152.81","NYS","Yes","291,210"
"WGO","Winnebago Industries Inc","$40.65","NYS","Yes","818,440"
"WGS","GeneDx Holdings Corp","$129.34","NASDAQ","Yes","373,190"
"WHD","Cactus Inc","$46.07","NYS","Yes","655,890"
"WING","Wingstop Inc","$243.51","NASDAQ","Yes","705,420"
"WK","Workiva Inc","$86.70","NYS","Yes","559,260"
"WLY","John Wiley & Sons Inc","$31.02","NYS","Yes","593,720"
"WMS","Advanced Drainage Systems Inc","$148.71","NYS","Yes","459,410"
"WOR","Worthington Enterprises Inc","$52.19","NYS","Yes","341,230"
"WS","Worthington Steel Inc","$35.61","NYS","Yes","356,220"
"WSBC","WesBanco Inc","$33.95","NASDAQ","Yes","537,120"
"WSFS","WSFS Financial Corp","$56.68","NASDAQ","Yes","481,260"
"WSO","Watsco Inc","$349.00","NYS","Yes","357,800"
"WST","West Pharmaceutical Services Inc","$275.60","NYS","Yes","710,670"
"WTFC","Wintrust Financial Corp","$141.47","NASDAQ","Yes","629,140"
"WTW","Willis Towers Watson PLC","$334.15","NASDAQ","Yes","660,130"
"WW","WW International Inc","$28.44","NASDAQ","Yes","254,380"
"WWD","Woodward Inc","$307.10","NASDAQ","Yes","593,720"
"XENE","Xenon Pharmaceuticals Inc","$44.33","NASDAQ","Yes","738,050"
"XMTR","Xometry Inc","$64.32","NASDAQ","Yes","742,310"
"YELP","Yelp Inc","$30.18","NYS","Yes","897,590"
"ZBIO","Zenas Biopharma Inc","$39.05","NASDAQ","Yes","432,880"
"ZBRA","Zebra Technologies Corp","$245.74","NASDAQ","Yes","641,350"
"ZD","Ziff Davis Inc","$35.76","NASDAQ","Yes","552,440"
"ZUMZ","Zumiez Inc","$27.22","NASDAQ","Yes","251,380"
"ZWS","Zurn Elkay Water Solutions Corp","$47.77","NYS","Yes","845,440"
"ZYME","Zymeworks Inc","$26.74","NASDAQ","Yes","554,130"
